time,Age50,Age60,Age70,Age80
0,0.961775020966671,0.957325488858505,0.952862351646479,0.948379104637963
0.1,0.961245444411504,0.956793489706448,0.952313760602281,0.947834100453138
0.2,0.960703988459937,0.956238099039553,0.951762817383758,0.947288458108989
0.3,0.960135789562091,0.955666936661332,0.951200120083921,0.946732492395108
0.4,0.959558982181474,0.955100319442685,0.950645847957712,0.94618150548497
0.5,0.95899030212767,0.954540243737083,0.950084602399403,0.945632205120847
0.6,0.958384558505895,0.953961937874256,0.949523491985321,0.945074425993338
0.7,0.957825239455598,0.953399608072927,0.948966139232571,0.944528180254404
0.8,0.957262509596062,0.952838537336166,0.948400969592035,0.943978280399118
0.9,0.956678813281436,0.952266472541857,0.947839409611491,0.943423919089608
1,0.956140029022457,0.951705026996667,0.947291186048782,0.942876813629513
1.1,0.955537193254086,0.951144868420749,0.946741714039416,0.942334279981022
1.2,0.954968888943498,0.950588508996269,0.946189964283607,0.941794133581461
1.3,0.954415447759405,0.95001635109458,0.945660255356283,0.941251707431089
1.4,0.953854390623428,0.949477670700096,0.945090751777277,0.940714907675638
1.5,0.953280948810624,0.94891573075769,0.944544869804543,0.94018191481919
1.6,0.952706188512019,0.948352189099505,0.943988944485756,0.939626417664884
1.7,0.952141533653618,0.947800131644058,0.943449026872745,0.939082863039531
1.8,0.951592808092952,0.947244126403481,0.942889082090671,0.938542503257847
1.9,0.951038985725544,0.94668842484694,0.942345695051876,0.938004114973561
2,0.950458602181926,0.946132457025155,0.941795463536889,0.937464726997204
2.1,0.949913349884519,0.945578667719171,0.941256005293799,0.936922356135389
2.2,0.949382581622682,0.945030773412498,0.940712893662239,0.936386499979569
2.3,0.948814368898206,0.944485280814118,0.940172298999255,0.935862959729434
2.4,0.948232427615093,0.943929299766866,0.939633640884828,0.935329997198776
2.5,0.947658113708137,0.943384782156723,0.939097418694253,0.934803993069986
2.6,0.947095018054747,0.942848509710934,0.938555917058795,0.934265129141432
2.7,0.946540412850297,0.942294386761924,0.938019036865551,0.933728222962386
2.8,0.946015232576933,0.941748027593577,0.937478849720418,0.933206955011294
2.9,0.945533972286711,0.941198798695788,0.936942084897171,0.932678848544379
3,0.944973466076404,0.940653784256131,0.936394475204046,0.932135579634642
3.1,0.944365230314657,0.940125077748331,0.935873912248498,0.931615796264614
3.2,0.94379755093278,0.939584422768625,0.935330457446503,0.931094672141108
3.3,0.943268836680478,0.939034842639251,0.934822626610179,0.930571201281949
3.4,0.942740924107641,0.938500475030789,0.934279348136596,0.930040826726735
3.5,0.942195237947281,0.937977121094984,0.93375456654139,0.929529242908791
3.6,0.941669209436123,0.93743906294826,0.933210151551153,0.929004314942294
3.7,0.941103996173698,0.936899090248151,0.932684499970545,0.928475712793197
3.8,0.940567362359271,0.936341062172597,0.932143542056208,0.927961893770309
3.9,0.940024895004288,0.935820048531161,0.931630384520301,0.927438204173819
4,0.939463852101887,0.935278230042316,0.931100335975334,0.926917491807403
4.1,0.938929183019383,0.934753610401991,0.930571057137407,0.926393577019309
4.2,0.938425731020634,0.93421314419404,0.930060661124518,0.925872421522291
4.3,0.937797200604807,0.933696483971818,0.929535634121042,0.92536676764459
4.4,0.937305480795528,0.933166819405999,0.92901949176347,0.924859544605572
4.5,0.936803309880345,0.932628889545744,0.928490758393942,0.924341761899584
4.6,0.936236876718044,0.932109103969149,0.92796808619141,0.923826575815903
4.7,0.935692932753048,0.931576745523531,0.927445306412971,0.92331887929622
4.8,0.935196253561368,0.93106008059129,0.926924906115831,0.92279684528398
4.9,0.934653897281445,0.93053099107519,0.926399627841225,0.92228733107214
5,0.934091129617298,0.929985441470653,0.925880675571986,0.921771662584325
5.1,0.933554057656947,0.92948248902268,0.925364232818661,0.921274086347666
5.2,0.933053931741802,0.928954381076736,0.924856047804608,0.920771391826768
5.3,0.932531949489555,0.928439825155419,0.924347052696382,0.92026023006307
5.4,0.931978638245501,0.927919449995668,0.923840500636427,0.919755930246156
5.5,0.931425316368492,0.927395119467312,0.923329145174448,0.919260596533312
5.6,0.930911305452086,0.926893120745714,0.922818025029448,0.918754138572447
5.7,0.930435919942189,0.926360080564179,0.92231202074619,0.918242432736026
5.8,0.929926294046808,0.925844400104845,0.921792011702793,0.917733325207204
5.9,0.929370587502181,0.925328099685998,0.921277221752634,0.917234513112255
6,0.928849397800599,0.924800167263078,0.92078649693911,0.91673520827481
6.1,0.928355197562839,0.92430103600944,0.920247340348144,0.916237046448025
6.2,0.927821804887204,0.923786141025728,0.919759813062072,0.915731105977655
6.3,0.927286438789267,0.923267210620294,0.919271569193054,0.915243001138063
6.4,0.926740270588384,0.922764343408534,0.918739047152188,0.914752120131203
6.5,0.926198842948397,0.922253846431397,0.918253311677878,0.914242008892093
6.6,0.925684417707977,0.921750116438974,0.917748635306888,0.913760843025196
6.7,0.92518512718656,0.921243600892449,0.917247774517288,0.913256029455
6.8,0.924687948274784,0.920730380573659,0.916744391388179,0.912756982311847
6.9,0.924180452046002,0.920224875422141,0.916244076752588,0.912270223829957
7,0.923664496888775,0.919701724759244,0.915735834756498,0.91177149070826
7.1,0.923149108832561,0.919210454061062,0.915247704430279,0.911289444862621
7.2,0.922641706843118,0.918705398408993,0.914757274974807,0.910793868109318
7.3,0.922157799678059,0.918201339469457,0.914247804227338,0.91030685281215
7.4,0.921664220730561,0.91769982235291,0.913765458990225,0.90981881785795
7.5,0.921157594426338,0.91719912963618,0.913261649970532,0.909333457455191
7.6,0.920637512296451,0.916708481750135,0.912781029428767,0.908855192813752
7.7,0.920107089700774,0.916209104164683,0.912287580305444,0.908368860312021
7.8,0.919588767152211,0.915699976245346,0.911776551746425,0.907886882286109
7.9,0.919092550796378,0.915194742780975,0.911288692627224,0.907399792398839
8,0.918603868281872,0.914694820041371,0.910789479582171,0.906910320187566
8.1,0.918098698722659,0.914200583613993,0.910311853977577,0.906425853050934
8.2,0.917579328576656,0.913717239200052,0.909827934348859,0.905941541276018
8.3,0.917066409940071,0.913223203238898,0.909349150707824,0.905467672901532
8.4,0.916578811519765,0.912721681571645,0.908863382051254,0.904995936380898
8.5,0.916094082344235,0.912235969028562,0.908366654327435,0.904507949135436
8.6,0.915592060134256,0.911740072943952,0.90789427429691,0.904033449753579
8.7,0.915119011775944,0.911259439605296,0.90740631663593,0.903561248962182
8.8,0.914608416938673,0.910761369245107,0.906909697889355,0.903080396735084
8.9,0.914082947484957,0.910250412283785,0.906452039202911,0.902591625000896
9,0.913610328425194,0.909778824425192,0.905946001339587,0.902111254359423
9.1,0.913103275541181,0.909288505117913,0.905481066587471,0.901649514689128
9.2,0.912624980269738,0.908813912100215,0.905005279767146,0.901178679351483
9.3,0.912116189334586,0.908341677753515,0.904525120947751,0.900710812420083
9.4,0.911613054144158,0.90785284000454,0.904026052926364,0.900248637645852
9.5,0.911146778369736,0.907363589007694,0.903562358262675,0.899773004278634
9.6,0.910675019391181,0.906880175400693,0.903094627389704,0.899306614262598
9.7,0.910194105626854,0.906392951777325,0.902617671108097,0.898825281272091
9.8,0.909671832531102,0.905913449498134,0.902130858451727,0.898351468737496
9.9,0.909172962054918,0.905426144771226,0.901663613526926,0.897888318988484
10,0.908702753433665,0.904955391102792,0.901169122506603,0.897430434374944
