Scenario,Age0,Age1,Arm,Year0,ICER_A,ICER25_A,ICER50_A,ICER75_A,ICER100_A,ICER_Thres_A,ICER_M,ICER25_M,ICER50_M,ICER75_M,ICER100_M,ICER_Thres_M,ICER_L,ICER25_L,ICER50_L,ICER75_L,ICER100_L,ICER_Thres_L,ICER_U,ICER25_U,ICER50_U,ICER75_U,ICER100_U,ICER_Thres_U
"Second_[80,85)",70,"[80,85)",ReVac_RZV1,2024,10259.05130019665,1097.8493380362663,4915.016822269759,8732.184306503252,12549.351790736746,20000,10152.647703930039,1064.7373498471932,4847.540756021643,8639.756631738635,12430.969704983163,20000,8124.836374669882,453.4554324925617,3674.8537381564774,6848.507659260261,10020.478059649522,19999.999999999996,13105.380145583245,1932.2073454043184,6524.773071286329,11218.827041286824,15932.178482138284,20000.000000000004
"Second_[80,85)",70,"[80,85)",ReVac_RZV2,2024,23237.420746590524,4915.016822269759,12549.351790736746,20183.68675920373,27818.021727670715,20000,23076.7493021739,4847.540756021643,12430.969704983163,20027.298560834774,27606.803644270345,20000,18814.477563190183,3674.8537381564774,10020.478059649522,16308.412186782612,22614.421862428862,19999.999999999996,28991.671870307895,6524.773071286329,15932.178482138284,25203.979297173828,34684.08902926957,20000.000000000004
"Second_[80,85)",71,"[80,85)",ReVac_RZV1,2024,10596.833979154659,1193.533337623293,5111.575271594696,9029.617205566097,12947.6591395375,20000,10493.472808060975,1156.6459590238749,5041.746171990725,8945.806920923977,12831.023683869182,20000,8347.427310439161,510.11096304637374,3829.2602314882265,7041.897558535104,10293.870902193561,19999.999999999996,13546.654702766153,2055.9755222480453,6795.515005036008,11645.955820008301,16398.956382728793,20000.000000000004
"Second_[80,85)",71,"[80,85)",ReVac_RZV2,2024,23918.176554657424,5111.575271594696,12947.6591395375,20783.743007480305,28619.826875423107,20000,23744.835135674475,5041.746171990725,12831.023683869182,20622.058367738053,28407.823715231127,20000,19304.292266169145,3829.2602314882265,10293.870902193561,16713.970555583423,23163.62636272962,19999.999999999996,29825.495505226227,6795.515005036008,16398.956382728793,25937.458251055115,35665.97245833878,20000.000000000004
"Second_[80,85)",72,"[80,85)",ReVac_RZV1,2024,10989.685921335235,1304.861955928319,5340.205274847867,9375.548593767415,13410.891912686964,20000,10881.052950432502,1268.3574396458835,5261.056033634491,9287.857324969835,13283.262860196282,20000,8631.969362941456,595.421746632705,4005.495373249878,7299.243153262817,10620.51213190775,19999.999999999996,14073.158598435843,2208.953509565209,7123.056789237973,12071.65534484178,17074.18949550791,20000.000000000004
"Second_[80,85)",72,"[80,85)",ReVac_RZV2,2024,24709.8532056617,5340.205274847867,13410.891912686964,21481.57855052606,29552.265188365156,20000,24519.630664515116,5261.056033634491,13283.262860196282,21304.82512396761,29319.917347329145,20000,19844.289477071416,4005.495373249878,10620.51213190775,17217.800073090053,23794.446493426065,19999.999999999996,30873.43994669184,7123.056789237973,17074.18949550791,26919.61442491174,36845.37034775023,20000.000000000004
"Second_[80,85)",73,"[80,85)",ReVac_RZV1,2024,11449.096892861462,1435.115710013514,5607.607869533492,9780.10002905347,13952.592188573448,20000,11339.282621172435,1395.4386750198842,5531.665531998943,9694.878224873108,13815.365011842183,20000,8958.157636381779,678.6729953424643,4200.123794437742,7605.903937473142,11019.30219086322,19999.999999999996,14687.313887543396,2382.100049266448,7469.301542829563,12636.279115062081,17763.591508781476,20000.000000000004
"Second_[80,85)",73,"[80,85)",ReVac_RZV2,2024,25635.57023522939,5607.607869533492,13952.592188573448,22297.576507613405,30642.56082665336,20000,25398.67140352413,5531.665531998943,13815.365011842183,22104.460949252294,30362.607415638413,20000,20524.5185308212,4200.123794437742,11019.30219086322,17803.46467893287,24595.789353321332,19999.999999999996,32194.57612678729,7469.301542829563,17763.591508781476,28082.889570951702,38360.631735571995,20000.000000000004
"Second_[80,85)",74,"[80,85)",ReVac_RZV1,2024,11989.763114479741,1588.4941800734664,5922.356236076081,10256.218292078696,14590.08034808131,20000,11873.495348157898,1545.4850434152327,5839.73226927527,10152.308947134588,14437.130432592287,20000,9375.151293453484,820.6582240239835,4431.780653515,7959.512138569775,11501.477738034419,19999.999999999996,15388.88388969495,2573.8828172781864,7864.628800518706,13234.742521157534,18565.332469648336,20000.000000000004
"Second_[80,85)",74,"[80,85)",ReVac_RZV2,2024,26724.89410488863,5922.356236076081,14590.08034808131,23257.80446008654,31925.528572091767,20000,26450.265328091416,5839.73226927527,14437.130432592287,23020.561535719695,31596.860586309318,20000,21341.973822099026,4431.780653515,11501.477738034419,18523.903361919965,25549.395194847035,19999.999999999996,33579.09204087482,7864.628800518706,18565.332469648336,29285.84721473808,39990.27832762508,20000.000000000004
"Second_[80,85)",75,"[80,85)",ReVac_RZV1,2024,12630.815541156551,1770.46788570357,6295.6127421423125,10820.757598581054,15345.902455019797,20000,12504.560958664479,1726.141767380137,6201.423476427835,10707.111764851947,15186.89019950539,20000,9881.272278262792,964.0727848754848,4730.480460795165,8401.044860662761,12079.532900508255,19999.999999999996,16153.320627406309,2799.7195152075155,8339.039575007204,13902.859998378057,19510.623259545482,20000.000000000004
"Second_[80,85)",75,"[80,85)",ReVac_RZV2,2024,28016.308053048273,6295.6127421423125,15345.902455019797,24396.19216789728,33446.481880774765,20000,27758.92502316916,6201.423476427835,15186.89019950539,24170.42467508924,33126.04095864475,20000,22328.923589927188,4730.480460795165,12079.532900508255,19400.325669969377,26721.820469863895,19999.999999999996,35224.675207320746,8339.039575007204,19510.623259545482,30715.6860668939,41936.45401344071,20000.000000000004
"Second_[80,85)",76,"[80,85)",ReVac_RZV1,2024,13397.688134607934,1988.3127544392744,6742.219162842882,11496.12557124649,16250.031979650097,20000,13241.729336824232,1942.7472972162295,6636.960305446579,11348.622426693177,16060.75381210461,20000,10475.610598589557,1141.5686016541451,5084.203938241488,8930.093883325362,12781.6707609358,19999.999999999996,17055.911930148475,3065.0921841842055,8868.521106911228,14689.687221273552,20603.07930195056,20000.000000000004
"Second_[80,85)",76,"[80,85)",ReVac_RZV2,2024,29560.9699231802,6742.219162842882,16250.031979650097,25757.844796457313,35265.65761326453,20000,29270.860120133457,6636.960305446579,16060.75381210461,25503.936691552623,34906.27523917797,20000,23527.994770208945,5084.203938241488,12781.6707609358,20458.196428351166,28095.041160083038,19999.999999999996,37106.99586339269,8868.521106911228,20603.07930195056,32410.79662264755,44151.264173275864,20000.000000000004
"Second_[80,85)",77,"[80,85)",ReVac_RZV1,2024,14325.07840121765,2251.9557637043526,7282.423529334893,12312.891294965435,17343.359060595976,20000,14146.706045724955,2199.3807317786614,7178.0103192566785,12156.295108537011,17115.08512411501,20000,11205.265551686718,1360.081743819804,5513.921208505747,9574.895403282988,13639.774657847262,19999.999999999996,18235.50079977796,3413.7031263802555,9556.75578047921,15740.18295342825,21979.28294681276,20000.000000000004
"Second_[80,85)",77,"[80,85)",ReVac_RZV2,2024,31428.66880436149,7282.423529334893,17343.359060595976,27404.29459185706,37465.23012311814,20000,31069.75559524676,7178.0103192566785,17115.08512411501,27075.833329716566,37039.49269732021,20000,25006.902056032304,5513.921208505747,13639.774657847262,21758.118985055637,29880.07666249731,19999.999999999996,39314.09426030314,9556.75578047921,21979.28294681276,34357.4336732645,46772.3954550503,20000.000000000004
"Second_[80,85)",78,"[80,85)",ReVac_RZV1,2024,15461.889014727305,2575.383156564742,7944.76059746581,13314.138038366878,18683.515479267946,20000,15252.764044457588,2515.781067157217,7832.058472684226,13136.564598227724,18417.092328258008,20000,12140.448009198924,1668.837901797542,6049.4462282949835,10395.00673103018,14757.84045769376,19999.999999999996,19583.918972820353,3822.8781159787854,10382.628350881821,16951.818132399632,23537.102811311397,20000.000000000004
"Second_[80,85)",78,"[80,85)",ReVac_RZV2,2024,33717.772313790934,7944.76059746581,18683.515479267946,29422.27036107008,40161.025242872216,20000,33317.73566220014,7832.058472684226,18417.092328258008,29061.113180157965,39673.18602585227,20000,26931.647408328212,6049.4462282949835,14757.84045769376,23453.416851004084,32148.993244314413,19999.999999999996,41992.77812443735,10382.628350881821,23537.102811311397,36719.62543780716,49900.74602945065,20000.000000000004
"Second_[80,85)",79,"[80,85)",ReVac_RZV1,2024,16880.143691958616,2979.1727458329938,8771.243973385337,14563.315200937679,20355.386428490023,20000,16648.326769701416,2917.891073428671,8656.628378281943,14370.452728969673,20082.622119105436,20000,13300.064965939204,1992.0671378413738,6722.73838724164,11410.214255833464,16151.464697166119,19999.999999999996,21443.01608557001,4319.876434482176,11450.686876848657,18561.520983989933,25705.12631204454,20000.000000000004
"Second_[80,85)",79,"[80,85)",ReVac_RZV2,2024,36573.18586563658,8771.243973385337,20355.386428490023,31939.528883594707,43523.671338699394,20000,36092.909001840926,8656.628378281943,20082.622119105436,31521.58497805801,42932.35248659519,20000,29375.429392462156,6722.73838724164,16151.464697166119,25605.618777022955,34974.96751421011,19999.999999999996,45669.64914453606,11450.686876848657,25705.12631204454,40013.07066023974,54154.51687098054,20000.000000000004
"Second_[85,90)",70,"[85,90)",ReVac_RZV1,2024,12804.851473755583,1555.1480627790252,6242.524484019257,10929.90090525949,15617.277326499721,20000,12689.308149939248,1525.5450713651667,6169.519128836024,10812.073126899348,15476.451510785893,20000,10474.477098537922,837.5110761248951,4891.748359189836,8886.504697188519,12824.535579111072,19999.999999999996,15996.938669333196,2483.1643293135467,8101.434373232296,13776.478007316115,19333.158891370604,20000.000000000004
"Second_[85,90)",70,"[85,90)",ReVac_RZV2,2024,28741.93130597237,6242.524484019257,15617.277326499721,24992.030168980185,34366.783011460655,20000,28505.274607601732,6169.519128836024,15476.451510785893,24780.75730048605,34085.84361848356,20000,23843.17124792031,4891.748359189836,12824.535579111072,20685.726726004385,28525.52815229346,19999.999999999996,35313.81219733181,8101.434373232296,19333.158891370604,30763.925269555122,42187.90782866024,20000.000000000004
"Second_[85,90)",71,"[85,90)",ReVac_RZV1,2024,13052.895134160906,1626.7374010129072,6387.63645649124,11148.535511969572,15909.434567447906,20000,12941.672378655981,1596.2743658162913,6311.6572217091225,11037.131572902603,15789.144510913975,20000,10629.851101084892,894.4426885332372,4972.429741661998,9025.062955705773,12999.895101863105,19999.999999999996,16373.897206279667,2588.5710556849153,8285.485822681849,14109.581056654135,19769.873198422447,20000.000000000004
"Second_[85,90)",71,"[85,90)",ReVac_RZV2,2024,29239.951922787237,6387.63645649124,15909.434567447906,25431.232678404573,34953.03078936123,20000,28996.05810673387,6311.6572217091225,15789.144510913975,25229.099448732268,34686.82278365738,20000,24131.804617886693,4972.429741661998,12999.895101863105,20940.44183832937,28883.945877974344,19999.999999999996,36047.29352545137,8285.485822681849,19769.873198422447,31405.649124347892,43051.20892154073,20000.000000000004
"Second_[85,90)",72,"[85,90)",ReVac_RZV1,2024,13336.910792727795,1708.7147700501876,6553.796446165857,11398.878122281527,16243.959798397194,20000,13234.87596824531,1679.2080742291541,6477.063368038298,11290.481436161675,16128.579526754696,20000,10778.344764433807,936.6551447416824,5076.553822308825,9157.45121291346,13199.8900854046,19999.999999999996,16790.306496192163,2695.130867713007,8514.59115952193,14477.16376245941,20260.020596791295,20000.000000000004
"Second_[85,90)",72,"[85,90)",ReVac_RZV2,2024,29810.18849152107,6553.796446165857,16243.959798397194,25934.123150628533,35624.286502859875,20000,29570.403962252938,6477.063368038298,16128.579526754696,25747.344926512855,35340.0946605987,20000,24492.52344849055,5076.553822308825,13199.8900854046,21274.506116545577,29315.674828261155,19999.999999999996,36868.23076825832,8514.59115952193,20260.020596791295,32123.6800319135,44043.78933584412,20000.000000000004
"Second_[85,90)",73,"[85,90)",ReVac_RZV1,2024,13663.273250465327,1802.924299549765,6744.736362431249,11686.548425312734,16628.36048819422,20000,13568.507284560234,1779.840597556003,6670.855913066878,11587.021150002518,16513.639021017956,20000,10954.888466798147,995.3238930611337,5204.980549917356,9335.73111331674,13432.136399837462,19999.999999999996,17252.564533478257,2818.6921843312907,8816.106464634127,14884.851630205123,20804.13388838796,20000.000000000004
"Second_[85,90)",73,"[85,90)",ReVac_RZV2,2024,30465.434264262374,6744.736362431249,16628.36048819422,26511.984613957186,36395.608739720155,20000,30194.07021559214,6670.855913066878,16513.639021017956,26287.45083564362,36086.832936409264,20000,24937.07096590393,5204.980549917356,13432.136399837462,21663.147333888326,29847.51461335095,19999.999999999996,37806.9578597928,8816.106464634127,20804.13388838796,32929.90562672436,45109.59784388543,20000.000000000004
"Second_[85,90)",74,"[85,90)",ReVac_RZV1,2024,14039.776768606569,1911.6217287577692,6965.019662028102,12018.417595298435,17071.815528568768,20000,13941.502320555552,1887.0507995717858,6889.49859518152,11925.351892349705,16945.404363234968,20000,11224.242024366364,1061.8691437902498,5322.518350630727,9577.574804548743,13726.869255313444,19999.999999999996,17767.585500543842,2962.588641913068,9125.029723522824,15339.075029224914,21410.247709447623,20000.000000000004
"Second_[85,90)",74,"[85,90)",ReVac_RZV2,2024,31221.3297417257,6965.019662028102,17071.815528568768,27178.611395109434,37285.4072616501,20000,30957.110687107088,6889.49859518152,16945.404363234968,26955.284139942007,36972.27166208449,20000,25421.986771126816,5322.518350630727,13726.869255313444,22082.575165625694,30456.402343012913,19999.999999999996,38838.472480279626,9125.029723522824,21410.247709447623,33841.63118528619,46325.68707205734,20000.000000000004
"Second_[85,90)",75,"[85,90)",ReVac_RZV1,2024,14476.041583299639,2037.592487328061,7220.279610649552,12402.966733971043,17585.653857292535,20000,14380.89709307565,2013.2554121790718,7148.033399457262,12321.474011895378,17456.589528935358,20000,11518.313194357757,1132.8032205730499,5500.5911808961455,9787.494105243883,14112.422619631425,19999.999999999996,18343.642482806965,3118.8201498178632,9456.690489267747,15847.22961713284,22087.452366652313,20000.000000000004
"Second_[85,90)",75,"[85,90)",ReVac_RZV2,2024,32097.17780259271,7220.279610649552,17585.653857292535,27951.028103935518,38316.4023505785,20000,31811.53363855127,7148.033399457262,17456.589528935358,27710.25614061841,37996.84034499491,20000,26003.063859367285,5500.5911808961455,14112.422619631425,22582.54202988319,31135.612336356957,19999.999999999996,40006.18871113958,9456.690489267747,22087.452366652313,34870.86288492142,47676.16468478572,20000.000000000004
"Second_[85,90)",76,"[85,90)",ReVac_RZV1,2024,14984.071430329506,2184.313634328633,7517.546049328997,12850.77846432936,18184.010879329722,20000,14875.031678352289,2153.33853308941,7443.277756005698,12767.177286900085,18036.497482299306,20000,11897.155845985217,1220.805977268028,5694.891692191042,10125.385661188393,14527.173266283571,19999.999999999996,18989.37878661707,3328.295704486402,9803.670429906082,16386.085611464274,22897.167020374804,20000.000000000004
"Second_[85,90)",76,"[85,90)",ReVac_RZV2,2024,33117.06164133074,7517.546049328997,18184.010879329722,28850.47570933045,39516.940539331175,20000,32838.00973530258,7443.277756005698,18036.497482299306,28609.359633762077,39188.29970289932,20000,26764.993135707624,5694.891692191042,14527.173266283571,23252.835074192397,32033.517421407756,19999.999999999996,41337.34641681482,9803.670429906082,22897.167020374804,36044.31250178445,49246.63640841715,20000.000000000004
"Second_[85,90)",77,"[85,90)",ReVac_RZV1,2024,15579.033952375312,2356.180495313892,7865.702769089484,13375.225042865075,18884.747316640667,20000,15458.351261722637,2322.8744651233146,7790.292716327813,13266.340771655181,18724.601445828637,20000,12311.412522453504,1342.1946343802153,5956.84348118632,10483.730213429344,15011.815496337204,19999.999999999996,19721.37132694581,3542.426173677989,10196.044489029413,17027.641563651236,23718.124207386314,20000.000000000004
"Second_[85,90)",77,"[85,90)",ReVac_RZV2,2024,34311.409683212325,7865.702769089484,18884.747316640667,29903.791864191848,40922.83641174303,20000,34037.129369990296,7790.292716327813,18724.601445828637,29672.523751438872,40594.73251744137,20000,27681.12183790931,5956.84348118632,15011.815496337204,24051.56690718359,33117.51699695397,19999.999999999996,42862.34465981798,10196.044489029413,23718.124207386314,37389.319072023805,51061.360457254974,20000.000000000004
"Second_[85,90)",78,"[85,90)",ReVac_RZV1,2024,16280.378666565712,2558.8312268001077,8276.142660035775,13993.454093271444,19710.765526507115,20000,16142.638094777296,2520.5627813703327,8189.643880808064,13869.94853960758,19543.603685699156,20000,12863.858244552413,1499.9716567660887,6298.357850977732,11014.517441931715,15677.212628464145,19999.999999999996,20512.642758989507,3767.6866802694003,10693.203797729328,17704.00484533847,24752.92314705232,20000.000000000004
"Second_[85,90)",78,"[85,90)",ReVac_RZV2,2024,35719.23753956699,8276.142660035775,19710.765526507115,31145.38839297845,42580.01125944979,20000,35427.63746966244,8189.643880808064,19543.603685699156,30896.951390419017,42218.406531276734,20000,28719.418403398176,6298.357850977732,15677.212628464145,25021.79164827319,34351.52960093636,19999.999999999996,44587.203441162994,10693.203797729328,24752.92314705232,38940.505845187276,53085.19151418776,20000.000000000004
"Second_[85,90)",79,"[85,90)",ReVac_RZV1,2024,17113.481422494002,2799.62401661428,8763.731269064165,14727.838521514048,20691.945773963933,20000,16960.331520661854,2751.6211969828355,8669.119633175294,14617.530269834604,20497.02205359559,20000,13532.707399398974,1713.664825037537,6689.028660932954,11598.27182125224,16453.166134853444,19999.999999999996,21595.132285906613,4080.1502663176616,11309.242026325277,18634.75223659959,25969.88596593504,20000.000000000004
