Scenario,Arm,HZ,HZ_GP,HZ_Hosp,HZ_PHN,HZ_PHN_GP,HZ_Death,Q_Life,Q_HZ,Q_All,Q_Life_d,Q_HZ_d,Q_All_d,C_Hosp,C_GP_NonPHN,C_GP_PHN,C_GP,C_Vac,C_Vac_d,C_All,C_Hosp_d,C_GP_NonPHN_d,C_GP_PHN_d,C_GP_d,C_Med_d,C_All_d,NewUptake
Vac_72,Vac,13231.204524666731,12367.802977688507,863.4015469782253,1149.8226704008443,1074.1201111375344,20.88198241236386,2824140.8096491494,-1662.54900415827,2822478.2606449914,2127639.651563419,-1075.9799506930042,2126563.6716127256,2742358.125683519,1071864.731279669,458242.9668794736,1530107.6981591429,42534375.87,42534375.87,46806841.69384266,1595345.7485907462,710175.1230400949,300611.8201762063,1010786.9432163012,2606132.6918070475,45140508.561807044,250202.21099999998
Vac_73,SOC,34063.02706753675,32336.981617801124,1726.0454497356232,2910.6303619101477,2759.727285331512,37.12707348651612,2654361.461547952,-4143.771325780162,2650217.690222172,2021627.1257956973,-3084.119029367017,2018543.0067663305,5358571.804169345,2807128.209785196,1177359.5949798021,3984487.804764998,0,0,0,3554524.7257068176,2133208.813752625,882449.9760588603,3015658.7898114854,6570183.515518303,0,0
Vac_73,Vac,12070.36770138549,11263.808891477767,806.558809907724,1053.4183996196773,982.6870974058394,19.638549831828897,2654454.8588107447,-1522.5798420032033,2652932.2789687417,2021682.8875969779,-1006.4111290424801,2020676.4764679354,2565716.31727932,975764.237341463,419235.65750252554,1394999.8948439886,42292890.36,42292890.36,46253606.57212331,1533741.4479383125,659258.2776359807,281305.8681685816,940564.1458045624,2474305.593742875,44767195.95374288,248781.70799999998
Vac_74,SOC,32719.11432545696,30998.333073886457,1720.7812515705057,2830.664814272693,2679.459816232553,37.4426820425416,2516709.840183284,-4005.7309844758583,2512704.109198808,1936895.9154643049,-3027.5252100045186,1933868.3902543003,5356543.459875489,2687697.346660855,1143115.7494336462,3830813.0960945017,0,0,0,3643686.4027510635,2070219.4719392813,871711.5606033055,2941931.032542587,6585617.43529365,0,0
Vac_74,Vac,11103.429516067452,10344.078352319755,759.3511637476968,972.9191374177171,906.3087164568667,18.61762147549003,2516807.0981467064,-1406.001862601522,2515401.0962841045,1936955.2807226575,-949.0785576912091,1936006.2021649664,2419363.561935264,895723.0811380991,386650.9814233842,1282374.0625614834,42512452.5,42512452.5,46214190.12449675,1485501.6591704697,617074.5130326106,265299.23311120033,882373.7461438109,2367875.4053142807,44880327.90531428,250073.25
Vac_75,SOC,31456.507016267093,29734.17256649522,1722.3344497718704,2755.6478394865685,2603.5541327631395,37.89449853617782,2388248.3706933768,-3876.044460859605,2384372.326232517,1856513.3040558107,-2973.6904865368497,1853539.6135692738,5375668.823990066,2574922.04983479,1110732.7363652089,3685654.7861999986,0,0,0,3749818.018361581,2009569.3709141368,861457.3400834732,2871026.71099761,6620844.729359191,0,0
Vac_75,Vac,10217.20745240847,9501.698077905414,715.5093745030543,899.1181723779885,836.3340356837346,17.645990031073325,2388349.5153566427,-1298.703287166662,2387050.812069476,1856576.4270482766,-895.2101120615337,1855681.216936215,2282986.467204076,822415.3458448388,356798.262913193,1179213.6087580319,42893771.339999996,42893771.339999996,46355971.4159621,1440319.1178249419,577650.6044247786,250339.47114077525,827990.0755655539,2268309.1933904956,45162080.53339049,252316.302
Vac_76,SOC,30925.919637715586,29159.279834016055,1766.6398036995295,2737.015264041468,2580.3692584175183,39.33416405144466,2335357.938104548,-3835.5853217383765,2331522.3527828096,1837138.857873987,-2985.702568431401,1834153.1553055553,5529451.798595822,2522560.371001516,1100841.565446145,3623401.936447661,0,0,0,3952859.030580585,1994063.058531651,867368.8882002331,2861431.946731884,6814290.977312469,0,0
Vac_76,Vac,9612.830875947073,8923.12775338993,689.7031225571416,848.8639763228596,788.339434069688,17.098692763444966,2335465.2815163876,-1226.513161867755,2334238.7683545197,1837207.3400344718,-863.1869905901877,1836344.1530438818,2203721.897882697,772059.2829580699,336322.72353005316,1108382.006488123,44348678.43,44348678.43,47660782.33437082,1428600.144718201,552793.4913036254,241131.93161405026,793925.4229176757,2222525.5676358766,46571203.99763588,260874.579
Vac_77,SOC,31059.44331324811,29205.962122545887,1853.481190702223,2775.5718465074992,2610.5158086973865,41.83518174643245,2335991.6839569765,-3877.6989021188083,2332113.9850548576,1859426.6397841175,-3061.037871621928,1856365.6019124957,5818986.345301204,2524129.750525028,1113702.7385106713,3637832.4890356995,0,0,0,4258906.869352701,2020050.7794743257,890913.9857450903,2910964.765219416,7169871.634572118,0,0
Vac_77,Vac,9239.705842353917,8560.332535316942,679.3733070369747,818.8354270381155,759.1938708481613,16.927040662888437,2336107.7826068182,-1183.3826275913455,2334924.399979227,1859502.342079368,-850.1079067994903,1858652.2341725684,2173753.7909537223,740393.1469540107,323888.5932837985,1064281.7402378093,47000174.55,47000174.55,50238210.08119153,1447816.4628127578,540256.8410339069,237217.29625392533,777474.1372878322,2225290.60010059,49225465.15010059,276471.615
Vac_78,SOC,22159.714433303572,20779.518839534543,1380.1955937690307,1993.3040142539594,1869.972828377517,31.696717663592857,1661040.6026122584,-2785.0609544840736,1658255.5416577745,1337549.05159075,-2228.5688276417277,1335320.482763108,4348079.5136652375,1794673.6855786392,797771.0201815531,2592444.705760192,0,0,0,3252815.1683544293,1453717.671130943,647199.2524519569,2100916.9235829,5353732.09193733,0,0
Vac_78,Vac,6310.6693486625945,5835.414803991667,475.2545446709281,560.514360395308,518.7812892001236,11.910930696141133,1661129.5968303974,-811.3183794165309,1660318.2784509808,1337608.3489251232,-594.7675329910751,1337013.5813921322,1522960.440245637,504592.879132693,221323.3647332605,725916.2438659535,35463637.44,35463637.44,37712514.124111585,1041533.1147145779,375172.10463632306,165444.17897934339,540616.2836156664,1582149.3983302442,37045786.83833024,208609.63199999998
Vac_79,SOC,19702.971529375445,18422.187848259724,1280.7836811157235,1781.4791929732676,1666.783195420167,30.00369792358483,1473124.4532438999,-2492.8800468804984,1470631.5731970193,1199807.590310084,-2021.246167979118,1197786.344142105,4049873.1538272146,1590227.6979008822,711085.9099410232,2301313.6078419057,0,0,0,3093158.13543645,1303376.3422956078,584680.3029656934,1888056.6452613012,4981214.780697751,0,0
Vac_79,Vac,5373.41773363412,4959.003759174544,414.41397445957557,478.14592770139853,441.75686147669256,10.454633500088098,1473209.2295522029,-693.4580896492937,1472515.7714625536,1199865.3021154366,-518.6533312119814,1199346.6487842246,1330131.8613643846,428724.419601443,188463.07106945515,617187.4906708981,33439954.38,33439954.38,35387273.73203528,933652.5511691786,324732.7455525942,143721.55343625255,468454.2989888468,1402106.8501580255,34842061.23015802,196705.614
Vac_80,SOC,17907.514041190967,16689.771072947733,1217.7429682432362,1624.5063465059577,1515.2983237012484,29.102898950789644,1336918.1786479312,-2280.9249621074077,1334637.2536858239,1101131.3512493353,-1873.120000968732,1099258.2312483666,3864995.7841614676,1440184.0699683982,646459.1737557016,2086643.2437240998,0,0,0,3012381.056258296,1193934.647662857,538325.4791882106,1732260.1268510676,4744641.183109364,0,0
Vac_80,Vac,4680.080661757047,4309.971607250086,370.1090545069613,416.92012619183674,384.42302151847645,9.397029516710315,1337000.4793469703,-606.3093205084909,1336394.1700264618,1101188.5807157555,-462.4951520547997,1100726.0855637006,1189841.5394569396,372567.3130447563,164003.2097814825,536570.5228262388,32334096.900000002,32334096.900000002,34060508.96228318,857224.9511444512,287387.6196296639,127504.1096829182,414891.72931258206,1272116.6804570332,33606213.58045704,190200.57
Vac_81,SOC,15096.611238297402,14023.46550656131,1073.1457317360932,1373.2162247158255,1276.8702383074217,26.25851338246097,1127212.1714108095,-1935.8999910328162,1125276.2714197766,938563.6060703442,-1609.1217641488356,936954.4843061953,3419907.7434050823,1209758.240370189,544740.5744059966,1754498.8147761857,0,0,0,2715584.437431611,1013819.1466459442,459147.91049141914,1472967.0571373634,4188551.4945689742,0,0
Vac_81,Vac,3786.364068240831,3479.29443889547,307.0696293453607,337.68694728263904,310.72244694913763,7.863895029318725,1127286.093820591,-492.4759526719144,1126793.617867919,938616.0921064946,-382.88663235372013,938233.2054741409,988995.1669204932,300723.9185674998,132560.94405981287,433284.86262731266,29080898.7,29080898.7,30503178.729547806,730610.3450021488,236088.05153783696,104998.51925673046,341086.5707945674,1071696.9157967162,30152595.615796715,171064.11
Vac_82,SOC,12157.502623013557,11251.375795325082,906.1268276884759,1101.9401648892085,1020.7799812333054,22.668860564208785,908679.7415092023,-1569.4692694029459,907110.2722397993,764685.2289578916,-1319.8593885862883,763365.3695693053,2899159.7277822616,970968.9002849864,435486.90903491405,1406455.8093199003,0,0,0,2344828.714783942,822317.9541891603,370930.16572293587,1193248.119912096,3538076.834696038,0,0
Vac_82,Vac,2929.59038035339,2685.3644780381173,244.22590231527312,260.5342498485073,239.12322656038862,6.30792730779771,908742.9340254928,-382.57945442024254,908360.3545710725,764731.0292888307,-303.0208285434847,764428.0084602872,788057.1493943827,232168.70463276727,102015.16166826004,334183.8663010273,25047819.720000003,25047819.720000003,26170060.735695414,596944.2386502951,185433.21973563428,82186.6461065283,267619.8658421626,864564.1044924576,25912383.82449246,147340.116
Vac_83,SOC,9759.172234169173,8997.203411740684,761.9688224284879,881.400268316512,813.3538027361021,19.53292812806003,731132.7434586472,-1268.2300330931823,729864.5134255539,621659.0299842115,-1078.471082337312,620580.5589018742,2447968.2875219057,776715.6086850379,346994.39645886107,1123710.005143899,0,0,0,2014037.0706946799,664440.8230693615,298561.84695442574,963002.6700237872,2977039.740718467,0,0
Vac_83,Vac,2263.0046112162354,2068.9918393732005,194.0127718430347,200.70263694428408,183.72553080599855,5.0668756225745355,731186.3738167997,-296.75476984526824,730889.6190469544,621698.6927464277,-239.2891771903933,621459.4035692373,627341.4106757931,178927.50213554772,78381.30154632844,257308.80368187616,21559047.93,21559047.93,22443698.14435767,486774.85974547407,145298.6994234744,64190.84037050714,209489.53979398156,696264.3995394557,22255312.329539455,126817.92899999999
Vac_84,SOC,8916.011565630453,8188.360940579086,727.6506250513679,799.970911814718,735.3423273967694,19.150267829787968,669845.5655309593,-1166.1429966641795,668679.4225342951,575328.4634827604,-1002.4660167363891,574325.997466024,2347430.6207994753,707353.6495965659,313713.0068456622,1021066.6564422281,0,0,0,1962291.451251947,611105.355860356,272483.3001705021,883588.656030858,2845880.1072828053,0,0
Vac_84,Vac,1992.123852305507,1816.5656975136703,175.5581547918367,175.82267348987241,160.51351206496923,4.650361756572013,669897.0737679685,-262.32792348279685,669634.7458444856,575367.3235673637,-215.24684036323706,575152.0767270005,568978.0024199709,157173.169436019,68478.55023866835,225651.71967468737,21164509.38,21164509.38,21959139.102094658,451764.54172648885,129720.96824026902,56957.34987435154,186678.31811462055,638442.8598411095,21802952.239841107,124497.114
Vac_85,SOC,7745.804889306149,7084.559138614828,661.2457506913211,690.58859271217,632.1345354974745,17.830535742669383,583955.6266870864,-1019.3869277640924,582936.2397593223,506497.39306349674,-885.5186687630886,505611.87439473363,2141668.916703225,612388.9297269469,269682.3213807697,882071.2511077166,0,0,0,1817899.6787695745,534113.8931002954,236401.17992658573,770515.0730268811,2588414.7517964556,0,0
Vac_85,Vac,1670.5067708269598,1518.9169214076114,151.58984941934824,146.75188112390308,133.57110626149145,4.076192167449656,584002.3579381611,-220.90620199790197,583781.4517361632,506533.34411979606,-184.3237857671812,506349.0203340289,492475.33171125985,131480.8762940314,56984.33479456746,188465.21108859885,19789741.65,19789741.65,20470682.19279986,399831.91107849457,110222.47945942408,48112.26044440193,158334.739903826,558166.6509823205,20347908.30098232,116410.245
Vac_86,SOC,6509.0742773064,5929.348410132807,579.7258671735929,577.2507580351732,526.2266738910075,16.013575295989128,493185.3321166046,-861.6761357747994,492323.6559808298,431874.8418188366,-756.0260299583548,431118.8157888782,1884762.917773193,512801.3329505526,224499.72753936835,737301.0604899209,0,0,0,1622433.201000623,451333.96888578276,198584.79058477088,649918.7594705536,2272351.9604711765,0,0
Vac_86,Vac,1357.6375285437734,1230.8426308267562,126.79489771701718,118.81409589717325,107.81784074195106,3.4687305873091745,493225.98095305316,-180.2902631383188,493045.69068991486,431906.7129698069,-152.85631695255893,431753.85665285436,412960.44945844676,106584.4223773807,45997.43242104141,152581.8547984221,17950477.65,17950477.65,18516019.954256866,342325.23115937965,90691.31471696758,39404.787875827395,130096.10259279498,472421.3337521746,18422898.983752172,105591.045
Vac_87,SOC,5309.097854380384,4815.149275285731,493.9485790946527,467.83475851636547,424.59217925779745,13.876635978984233,404486.52356546436,-706.6084129156184,403779.91515254875,357506.439886515,-625.9760530940042,356880.463833421,1611147.2122264828,416700.50040454493,181140.24485665865,597840.7452612036,0,0,0,1406026.1779470928,369981.1148839046,161629.68005254213,531610.7949364467,1937636.9728835395,0,0
Vac_87,Vac,1073.0423227445226,969.6436332535013,103.39868949102124,93.47383386154264,84.53615717370464,2.868082017143686,404520.4337832132,-143.0761805256804,404377.3576026875,357533.5202951289,-123.16863247248034,357410.3516626564,337553.90919602726,84004.08424888151,36064.96058512746,120069.04483400896,15826127.729999999,15826127.729999999,16283750.684030036,285490.5949850713,72501.50310173641,31325.767217247612,103827.27031898402,389317.86530405533,16215445.595304053,93094.86899999999
Vac_88,SOC,4260.424647812745,3848.765396711464,411.6592511012815,371.4429886503062,335.71473326519583,11.712664782085698,326618.2910870944,-569.6860338931867,326048.60505320126,291310.91865653696,-509.39624592863925,290801.5224106083,1346327.8764134971,333417.8186018663,143223.19617838002,476641.0147802463,0,0,0,1189428.987781099,298600.02436810546,128819.11523993922,427419.1396080447,1616848.1273891437,0,0
Vac_88,Vac,836.1038406350289,753.2357302770954,82.86811035793345,72.23038329765451,65.11128988039094,2.3262864199595445,326645.64459436375,-111.89783367517026,326533.74676068855,291333.1484913506,-97.73416418225062,291235.4143271684,271092.65177648095,65308.75066248766,27777.89033345766,93086.64099594533,13756298.85,13756298.85,14120478.142772425,233487.58102442473,57142.97500479738,24436.19544811846,81579.17045291585,315066.7514773406,14071365.60147734,80919.405
Vac_89,SOC,3373.2688257129985,3034.566402837879,338.70242287511905,291.07798947314967,261.9632318224764,9.592511462528165,260379.3387275701,-452.70652312914956,259926.63220444098,234299.03261421717,-408.4477106591268,233890.58490355805,1109473.2553900066,263143.17375136033,111759.20394650927,374902.37769786955,0,0,0,991938.966725192,237641.95544009813,101308.55718038094,338950.51262047904,1330889.4793456711,0,0
Vac_89,Vac,644.1618932206553,578.3630021901247,65.79889103053064,55.19091515240828,49.57905552292708,1.843563762731138,260400.54793664932,-86.47288560309035,260314.07505104624,234316.54920421485,-76.56862278236181,234239.9805814325,215534.65491332285,50186.00837270824,21151.50183143642,71337.51020414465,11821951.47,11821951.47,12108823.635117467,188869.42487112386,44485.02326659337,18834.563579345915,63319.58684593929,252189.01171706314,12074140.481717063,69540.891
Vac_90,SOC,2565.6879128913283,2298.7506634957567,266.93724939557154,218.31655413248168,195.64729520965835,7.336118541044707,199481.01700664576,-345.07452379265277,199135.9424828531,181056.5805471739,-314.03211749516,180742.54842967872,874395.1004476697,199602.0565955363,83467.38515478592,283069.44175032224,0,0,0,790513.961871585,181742.62850260612,76205.58968773508,257948.21819034117,1048462.1800619261,0,0
Vac_90,Vac,477.845765203387,427.5885493684872,50.257215834899775,40.45997170156837,36.21557882606144,1.373662312710494,199496.16321651544,-64.26829975905908,199431.89491675637,181069.26049118297,-57.64095195484963,181011.61953922812,164625.44432326965,37144.56026944341,15450.35244795531,52594.91271739872,9773635.41,9773635.41,9990855.767040668,146559.11238890464,33333.89473540091,13910.700267779106,47244.59500318001,193803.70739208465,9967439.117392085,57491.973
Vac_91,SOC,1967.798219033592,1756.674567156966,211.12365187662613,166.10569293253394,148.30782117792694,5.662694753572788,154292.4105121712,-264.6608069287062,154027.7497052425,141235.01099275346,-242.8222005500841,140992.18879220338,691568.8507600392,152647.4233736354,63271.337426156504,215918.7607997919,0,0,0,631746.5280517705,140096.28870933654,58209.25903072855,198305.54774006509,830052.0757918357,0,0
Vac_91,Vac,358.28820199215625,319.60268324714633,38.68551874500989,30.133414753693874,26.88562936026784,1.0354777693518797,154303.26544201735,-48.18829681574207,154255.07714520162,141244.22356025386,-43.7325190208868,141200.49104123298,126720.5237392182,27781.290657159556,11469.993380371126,39251.284037530684,8172572.52,8172572.52,8338544.327776749,114450.17330279957,25221.23673670353,10442.070826575315,35663.307563278846,150113.4808660784,8322686.000866078,48073.956
Vac_92,SOC,1506.719277721738,1341.934507007668,164.78477071407,125.98451499406985,112.2166174922083,4.3677798290007575,119279.25835178672,-202.64757636212966,119076.61077542457,110100.95698482505,-187.4052164450554,109913.55176838,539778.530223987,116710.4876921188,47874.046114219185,164584.53380633797,0,0,0,497495.5603505256,107958.80349040357,44372.01585805421,152330.8193484578,649826.3796989834,0,0
Vac_92,Vac,268.85881910700255,239.3422705646178,29.51654854238476,22.425229333664486,19.966116766114236,0.7819324163594092,119286.97585047109,-36.16041082184944,119250.81543964925,110107.59806407397,-33.18100656681561,110074.41705750716,96686.11438091492,20820.62732935685,8517.979031485309,29338.606360842157,6842308.41,6842308.41,6968333.130741757,88399.966831485,19110.11010125429,7835.458538765304,26945.568640019595,115345.5354715046,6957653.945471505,40248.873
Vac_93,SOC,1109.9537812137567,986.2990519088529,123.65472930490374,91.8225626785862,81.60976336989236,3.2441538869619952,88715.05409119111,-149.28424090853733,88565.76985028257,82573.19714249246,-139.15186925323565,82434.04527323922,405050.58659372124,85862.56162933592,34816.49743374258,120679.0590630785,0,0,0,376628.4314545831,80050.0132594207,32506.392469721337,112556.40572914203,489184.8371837251,0,0
Vac_93,Vac,194.57668163552722,172.85713635357865,21.71954528194855,16.073003883092564,14.28222478664232,0.5700233261386092,88720.28615586545,-26.16976734355379,88694.1163885219,82577.7637975161,-24.266122478480103,82553.49767503762,71145.79932733127,15050.082155025102,6093.107271717885,21143.189426742985,5527480.9799999995,5527480.9799999995,5619769.968754074,65802.17148508239,13957.98546088569,5659.798091693984,19617.783552579673,85419.95503766206,5612900.935037661,32514.593999999997
Vac_94,SOC,801.2562526871731,709.6899994659186,91.56625322125441,65.69982297310952,58.205546282744685,2.3630825016046346,64558.89630387818,-107.76568671609235,64451.13061716209,60597.008334028265,-101.27319236825964,60495.73514166001,299939.7175340183,61831.31017537797,24831.750137513456,86663.06031289142,0,0,0,281646.1702064079,58107.17079761514,23360.562980789993,81467.73377840513,363113.903984813,0,0
Vac_94,Vac,138.33864412298038,122.5216853765665,15.816958746413897,11.334063319767571,10.040785467531329,0.4086054531516254,64562.32818458366,-18.60598146134723,64543.722203122314,60600.04837034712,-17.42843879734698,60582.619931549765,51810.945318284495,10675.37586983023,4283.617143681535,14958.993013511765,4389518.49,4389518.49,4456288.428331796,48492.92737444024,9999.885364157131,4017.000050805211,14016.885414962342,62509.81278940258,4452028.302789403,25820.697
Vac_95,SOC,534.0422187995359,472.50371539552236,61.538503404013646,43.54601555954491,38.534535207300905,1.5905229303463568,43392.56895660665,-71.826492774699,43320.74246383195,41081.13804960642,-68.06356113160388,41013.07448847481,201579.08267651635,41187.29596027362,16439.669602698723,57626.96556297234,0,0,0,190948.5152711176,39028.39731369106,15592.696753950659,54621.094067641716,245569.6093387593,0,0
Vac_95,Vac,91.06597327555828,80.57122532988116,10.49474794567712,7.4222998226413015,6.5681492477544925,0.2714549859053521,43394.606538577194,-12.248000703392147,43382.358537873806,41082.97095943655,-11.585532826290162,41071.38542661026,34377.20364959136,7023.509354381392,2802.1151144918967,9825.62446887329,3241374.36,3241374.36,3285577.1881184643,32506.227741388288,6643.409781112515,2653.0378038128397,9296.447584925354,41802.67532631364,3283177.0353263137,19066.908
